tradeid,pnl_vector,vector_size,pnl
trade1,-710.83;-776.98;-10.86;2013.02;-896.28;298.95;3672.79;-1386.86;-2584.03;488.55;3181.07;2813.85;1049.51;465.08;-593.53;663.1;1062.03;2956.08;-1228.69;949.48;-658.98;-2296.88;-1248.63;934.83;-3053.98;3829.22;-903.26;246.37;1146.82;-2890.67;2305.66;417.5;3173.17;-1031.21;827.35;-34.96;-1571.12;-978.46;-1100.62;-1027.25;-356.11;590.72;1268.59;312.98;617.69;-618.45;-21.08;-1450.91;-1883.3;-77.84;659.8;-301.17;529.13;-486.16;-397.96;-996.35;2033.64;2500.68;5252.25;1110.72;-2584.82;1041.39;-537.49;-1324.44;-1645.35;413.42;-1973.3;-1169.84;-3231.06;-5486.49;-16.24;2398.2;-1727.97;3257.58;-1982.97;-74.14;8041.42;-2242.15;-3166.92;1910.8;-2397.35;6600.19;3615.62;826.89;-4626.53;1561.44;-1595.98;-1030.34;-2180.64;164.45;-4397.17;164.03;-749.23;764.24;-70.88;-3869.42;-622.59;-1853.3;376.37;-3038.06;-3281.63;-1109.36;-637.57;-1082.09;1160.8;-4876.55;-1364.36;2418.71;-143.2;-1977.77;551.33;-2273.49;2335.79;-21.21;-3204.26;-1930.48;3460.09;-976.71;-40.42;-374.5;-541.69;-2343.76;-3571.43;-2520.85;943.68;-1297.93;1485.55;-712.51;177.84;1809.21;1643.31;-4631.5;1689.74;-1619.38;-355.45;-4313.04;-826.21;366.23;6609.07;-814.9;-1607.05;836.05;495.25;-644.97;-1875.25;671.52;-18.33;-69.85;2631.93;-282.67;-80.63;4069.16;141.3;-257.67;213.26;-1328.22;-209.44;3145.85;-1715.41;1554.83;-2351.31;1371.13;1318.8;-1617.55;-326.04;2114.22;-3189.17;295.52;-2676.61;5042.13;327.37;895.63;300.41;2044.31;4157.55;-679.16;891.33;1611.19;-2033.04;-1562.72;461.05;1120.82;84.96;2773.48;732.87;-732.89;786.21;-2155.54;-3925.2;-250.46;2948.9;-457.27;-1304.24;-7106.54;-4647.28;1561.17;1880.75;-524.91;777.03;3432.32;-338.18;699.53;5397.0;814.84;622.47;5087.03;1823.17;3355.04;-2837.32;-2786.27;1347.11;410.34;665.75;-989.79;491.4;-1957.72;2071.05;-2805.24;4007.61;-684.85;1778.98;-104.92;-1717.65;-1623.34;-2049.05;-3298.53;425.95;-596.3;2118.39;-4230.93;-455.96;790.76;270.81;-3890.62;1096.49;3220.58;216.56;-46.72;-1141.04;4086.63;-1272.89;671.22;-1142.1;178.64;75.67;-402.48;-1398.47;490.06;-6.67;-1831.49;-906.2;836.9;2899.74;512.66;-1328.87;1277.52;-762.41;1941.29;294.16;-4180.44;-625.57;2307.95;-5481.66;1341.89;-365.34;2071.46;-3465.67;-1890.97;-2443.74;-4598.32;-2167.46;-1001.68;-4005.96;-103.86;2896.97;-815.95;2082.19;-2630.53;222.25;-4136.43;-1043.79;-4928.71;-622.94;-67.57;-444.48;1577.83;2418.08;1075.0;1718.7;-2075.41;-307.04;51.5;-2869.56;-1335.93;530.43;2866.79;-2261.75;-3226.28;4225.96;1733.22;-4844.33;4610.25;-607.46;3742.34;1853.53;3025.76;-1894.24;1657.34;-1639.74;-1780.57;5254.77;-1022.17;-2230.56;-655.3;-819.0;-2264.32;520.21;-723.71;406.46;3191.6;-3646.27;-1333.06;643.12;826.1;799.4;-669.0;1345.12;-310.93;521.69;-579.91;-1136.11;-392.06;1136.17;1332.16;-790.35;2580.87;2024.03;744.02;630.15;-4003.94;-1377.49;-631.72;-1860.0;-1488.13;-1607.8;-176.39;-3230.09;-1518.08;-2138.72;721.69;-1291.79;-2372.54;-335.63;873.65;-1729.65;-1814.24;-650.69;-1644.61;-3139.52;-2497.63;-284.61;-771.85;-86.49;356.3;1052.09;-2308.43;-1808.2;-2765.63;7.58;1598.85;2381.04;-1051.02,372,-710.83
trade2,203.23;-573.41;45.51;2550.2;1499.2;-1183.25;250.18;805.05;374.61;-1736.6;-2644.4;1757.2;863.27;1498.76;2213.76;444.47;44.52;-1613.66;2429.18;1970.63;1202.05;78.31;477.24;-1677.2;-425.01;7444.82;2394.79;2.61;99.65;1667.79;-387.14;-1495.1;442.71;2059.38;-449.56;3019.96;531.66;1366.65;469.89;-2240.08;-4920.9;797.99;-643.41;-674.21;-828.38;417.82;1105.79;148.01;-1537.2;-34.27;-1168.82;2123.62;-2556.24;-1467.19;834.97;-826.11;-892.77;510.01;-1116.41;998.66;-514.15;-430.34;4482.97;660.06;-274.95;561.59;-1738.68;359.48;1157.35;848.72;207.9;-1155.72;-1014.19;6054.42;-2182.9;1772.21;2841.6;388.06;-4785.27;-2122.62;-2057.75;-1353.27;2565.63;-951.65;554.46;1102.52;467.87;1159.81;2613.84;-155.28;-1364.01;1639.89;-2322.71;-178.04;687.55;1615.54;1473.97;-1038.47;1708.31;2604.08;2659.74;309.85;-346.34;51.78;-1143.13;-1338.28;-1754.0;202.17;1438.94;1577.52;-27.36;185.79;3085.27;-1703.54;1390.29;-2179.6;-585.39;-1064.43;920.08;-133.87;786.2;927.8;3131.6;3046.6;276.71;1387.54;3166.91;1467.32;2472.52;-2322.6;-1458.52;-2578.32;-2392.75;-1259.91;1225.95;3953.67;-1023.71;52.02;628.24;4579.39;591.18;832.48;81.71;735.6;-963.53;-1915.63;1055.11;-1475.53;1734.09;-5402.08;1686.6;-84.62;1615.17;411.17;2574.51;1343.0;267.55;-638.36;-771.99;-3888.42;3248.66;-643.0;611.33;71.95;3499.97;-1111.8;-491.07;479.12;-6.42;-2229.19;809.48;946.27;-338.55;-5206.31;201.15;2916.16;710.08;2338.39;-884.29;-87.52;-1290.49;-667.96;-1339.63;-935.42;528.17;292.62;469.29;1396.89;1064.17;2801.15;-942.28;751.1;-737.72;-1008.53;-387.4;347.94;-4070.41;2969.18;4050.54;-1422.33;3895.42;4218.62;-1077.58;1699.26;2303.79;-450.98;-368.12;3282.81;3756.6;305.84;422.47;4859.0;-686.21;-319.67;1686.66;860.68;1174.32;-3682.98;-1114.47;-532.18;3030.49;-822.54;62.94;350.82;200.31;-338.46;-2781.49;2430.86;-258.74;955.53;-652.94;-402.45;-835.78;-383.3;1489.31;550.99;1979.02;295.75;-792.07;3606.79;-3571.78;-1492.97;-1636.19;760.73;-1033.99;-1722.12;2619.03;387.3;-2555.66;-159.77;-5552.27;-764.59;70.75;862.93;-3063.96;1929.19;-2258.03;2717.07;-1831.16;2488.12;453.2;-365.29;311.21;1248.54;-1174.37;677.4;542.08;-20.29;479.29;34.83;-413.52;597.72;449.4;242.05;1452.43;2939.56;606.96;118.97;1131.54;2233.76;-1901.57;-174.65;31.16;-14.03;-1270.19;1357.12;-56.48;1357.85;-599.8;-6226.72;-140.6;-2471.26;101.97;-402.01;1469.85;2179.02;-884.12;-2906.08;-1521.65;19.29;-3281.54;601.96;527.5;3111.85;848.57;-367.14;-1149.4;-271.52;-3761.07;-1307.08;1857.0;-3214.88;-1027.63;1701.82;-1212.17;1180.29;-809.49;1543.77;2311.97;-467.16;-545.06;-2894.41;-1997.09;-3251.9;-1956.72;-3074.24;-1351.24;-1105.19;4404.1;1688.08;6037.77;-244.4;-1690.2;743.98;663.03;-2482.38;-153.37;301.95;2247.44;1140.89;1165.37;-450.63;3086.38;-3396.48;892.14;1293.43;-1119.04;1140.91;4569.07;3187.15;701.73;-1297.99;540.3;-2773.0;-2417.09;606.32;-262.97;998.66;-161.27;-1552.54;1966.57;-216.5;-1051.75;3513.12;-272.69;1435.67;966.65;1947.43;-5157.25;2221.78;1110.75;461.18,372,203.23
trade3,3661.89;203.95;-626.49;-7115.87;-403.23;-371.77;-2969.1;-261.99;-2333.76;2852.04;-1036.04;-1148.04;353.16;-221.63;3267.5;1033.89;-3681.85;-2402.38;-317.34;2754.06;-847.56;2667.12;-445.91;-1793.95;-1427.75;-1183.29;-1045.55;863.01;-1192.93;1579.62;1489.51;787.71;-3402.34;3692.24;-3453.35;220.32;-606.44;1829.16;218.36;-1230.58;-4410.07;8608.59;-259.54;800.73;724.76;-344.79;-958.76;1920.7;-528.34;-847.25;-1360.74;-792.12;-1029.83;2030.41;2673.7;582.28;-380.25;3853.91;3289.57;404.42;2633.67;-73.69;229.74;1299.62;-824.19;-1352.14;1543.68;653.7;1464.76;922.22;769.92;600.68;-437.45;679.72;-262.72;-2191.97;-145.17;-458.75;-8678.89;271.58;-870.52;-748.0;-1710.41;-185.89;1075.55;110.86;256.23;-3372.79;664.74;-1440.21;4694.39;29.15;-666.69;-1001.89;-540.28;-2125.29;-1409.42;6698.78;758.74;2062.45;-989.18;985.29;1213.11;-4411.95;1308.15;-1430.49;-531.9;-3608.75;-407.61;-2535.98;-524.33;2707.57;-1761.4;1375.41;-401.8;1122.74;296.4;-1006.69;-1298.51;348.66;1588.98;-229.81;1617.47;38.15;-962.4;-511.42;-2448.44;-593.55;-1753.61;1900.07;-2570.87;-2394.41;778.6;737.8;1533.4;-1106.19;-1650.31;893.62;-186.04;2002.87;444.05;1286.13;2976.08;-1169.49;-270.41;-11.7;-4555.03;-1909.17;1423.4;3720.46;-64.42;-1181.46;1363.42;240.65;-445.05;390.8;1708.06;560.12;-2042.82;-61.82;-239.54;-268.12;-145.34;-2392.6;96.56;-1451.68;2365.71;-1135.44;1411.27;2553.98;-1787.91;-1507.05;466.81;296.2;931.39;-3147.86;8771.33;1085.57;857.94;910.91;609.51;1612.77;1861.87;4990.3;238.26;412.59;-2525.36;-150.98;-5881.43;2584.26;381.26;-1598.71;1179.4;-2851.47;873.95;-1192.98;-700.72;-1013.69;437.68;-85.89;-1315.97;891.35;-469.66;-1862.67;-3574.51;-1899.55;-1633.85;-1538.47;2138.81;89.43;-459.18;1785.42;-120.0;717.27;459.92;-233.07;-1593.6;1338.07;-1047.02;-1550.34;-3428.16;-1001.18;1067.66;1809.81;681.81;-248.75;-1141.98;1247.9;-524.1;1465.28;147.16;1223.71;534.45;1700.54;18.06;2577.5;2291.02;-2142.56;-836.4;-279.94;3202.1;2411.6;-760.6;1557.76;-1175.1;2345.43;-400.74;-2306.92;1612.04;-1116.4;3066.0;806.52;-1963.74;1319.38;986.0;1780.13;-1509.1;2454.81;-2189.62;832.65;1468.36;-483.48;-131.67;-271.27;423.24;-2903.83;-3359.63;-195.72;1801.16;-143.3;468.14;2065.1;502.38;-315.32;4892.33;-617.84;-413.93;-1287.75;404.1;2972.08;352.96;-5822.79;527.18;-2623.87;-1587.67;6064.69;967.88;5517.4;-859.49;-5897.16;3577.32;-824.41;-306.37;-1631.52;-1361.72;1492.43;-1456.72;2505.64;-5.92;-2893.11;-910.09;1007.44;3681.41;2707.89;-1844.58;-2904.92;-2636.72;-6965.19;-1407.77;-627.65;967.68;-2145.3;427.2;-276.8;364.7;4181.43;1080.54;350.23;-270.15;465.02;-1146.57;-1174.94;6557.01;-1680.19;949.63;-4484.22;-2020.92;239.01;-724.82;3192.04;943.87;-1963.02;-1400.77;-519.12;-77.94;332.61;2018.01;-1575.18;-159.75;-185.56;-1047.62;-398.29;4557.89;-707.11;-3091.13;4576.36;-1515.77;-1238.01;-943.05;-524.63;344.53;2209.17;-1157.8;2102.68;-2763.68;-430.46;1130.72;-299.2;-1072.73;3542.23;-4909.68;3827.57;-895.4;2853.63;-208.7;-591.48;1224.56;5548.37;-914.12;1838.47;-5182.33;-179.3,372,3661.89
trade4,-1193.54;-3460.51;654.56;-718.25;1849.24;810.73;474.33;5833.43;2010.71;-1076.93;327.4;1753.09;-1765.9;4908.86;-1139.28;-296.13;2080.44;-1005.14;545.74;-227.4;2152.32;-1776.47;-7035.95;536.58;-187.55;126.14;928.54;338.31;-750.29;-593.32;-1159.64;785.74;-1818.47;3152.89;3489.73;2262.68;-1382.52;-3414.19;2900.96;-393.64;-4998.54;-602.73;1696.5;-2486.04;4151.68;-2126.37;-100.28;-2703.63;-596.33;1992.07;-231.59;-1181.98;-1688.01;1946.62;652.51;935.43;-992.59;2555.81;-4349.19;-2069.42;-290.33;-909.13;94.73;-2771.46;-754.29;1293.92;-867.42;-1019.87;498.15;-1837.85;-481.95;-2969.3;-1265.42;-6067.31;-2337.93;813.72;-98.57;-1497.11;561.58;5447.57;-3219.94;1386.95;-0.21;75.0;1938.51;-378.04;1602.45;5.31;153.71;-983.32;-1187.54;-3493.81;2151.35;374.74;107.99;-1087.53;1327.18;-6345.79;1585.49;-2677.47;-1437.14;680.22;-5858.58;1280.67;-599.95;3376.6;-1026.47;-13.65;3680.56;56.53;434.11;704.5;-42.77;-415.25;357.2;-1963.68;-1130.23;1216.96;783.28;395.96;-243.12;573.65;1803.91;1133.76;5803.88;-1873.97;3297.66;3655.34;3425.78;55.86;1505.89;1149.29;-5298.22;-600.66;-999.13;3821.16;1678.76;-728.01;-4253.08;-916.4;37.59;1891.3;688.55;3143.71;-213.11;-3199.24;-435.58;6020.35;1043.99;524.08;-3077.84;-865.41;-4245.82;-2393.11;1046.38;741.64;-614.24;2151.67;-2575.21;290.17;-363.28;4439.88;-659.5;-4894.62;2776.63;-904.38;1420.99;-3901.85;861.63;1006.75;-21.69;-2024.25;2513.49;-68.3;212.94;1015.76;383.16;810.71;-1084.67;222.74;-143.92;587.89;6156.26;-4002.69;-1455.25;1008.06;-1942.75;-2486.48;271.62;2868.57;2609.94;2170.04;2234.59;-2472.4;637.96;2416.75;-1576.63;-886.04;-1944.47;-18.84;-2512.67;-795.34;-3357.37;58.88;633.21;1172.63;-3222.91;1136.5;848.04;-959.19;-404.9;1928.57;-698.08;759.04;3621.98;1115.12;-547.27;1527.63;-26.67;-1876.72;2373.52;-54.37;-2588.89;-733.17;-863.01;199.0;-806.76;-574.76;-2242.15;-2627.97;823.08;-1147.52;465.38;50.73;-622.79;-1155.71;-2248.86;368.17;-710.87;2716.62;1163.67;2095.85;-4135.14;-813.81;-2441.34;271.85;-1859.42;-182.08;-791.3;-1025.3;587.02;-869.07;854.65;4021.25;-3537.33;-1948.86;-949.62;-3428.84;-1209.28;-1605.65;-1283.44;-2206.9;-39.73;79.12;216.22;-440.07;2719.87;2536.68;1507.2;-3008.39;1394.98;-88.29;-121.22;3286.36;848.9;287.66;-775.0;-548.91;515.4;614.17;-5381.34;4555.03;3760.12;-216.66;-2115.35;2612.69;2412.5;-2852.01;-1096.15;223.7;4077.66;-2959.1;-2851.48;109.11;-623.9;-666.16;4770.12;3498.44;2555.51;-1550.24;348.26;14.86;389.79;-138.23;1322.31;-2221.46;306.17;1152.39;139.74;-1918.21;-1036.15;472.63;-2952.32;-1393.33;-1925.52;-1488.68;-1318.12;2090.37;-2248.84;-1307.88;-4313.37;1530.47;1955.99;-692.06;-260.8;1495.1;585.1;-3632.53;-5661.08;-2688.15;1261.42;-1726.86;343.8;190.26;-4780.67;-23.33;-3369.07;-4044.02;852.62;-82.35;2475.17;54.05;722.61;-1056.1;81.26;-1134.48;-1172.7;-1012.32;2515.6;-3717.97;6309.65;1224.94;-3058.04;-295.97;1452.67;-2397.68;-98.21;1917.4;1152.74;411.46;317.95;-678.25;2680.48;1449.22;-2500.83;-463.23;-1367.56;-5929.27;-971.6;3791.53;2385.93;-47.55,372,-1193.54
trade5,-868.54;-871.08;-177.4;-438.35;-796.9;3997.25;-1556.1;886.73;1079.95;828.23;-371.22;-1889.29;-5275.19;-2658.77;-1683.43;-1870.52;607.37;-2792.35;-400.83;-3640.71;-219.26;2465.72;230.23;3324.29;-5770.0;-1231.49;-1827.72;1987.62;1667.72;2719.4;2233.9;267.28;211.16;883.16;1356.51;1115.92;-139.59;1301.2;2192.87;1655.67;-4787.07;3613.36;-1424.33;89.56;-1733.07;-907.29;1686.9;-248.95;-1654.57;3329.91;963.65;-8.88;-706.65;944.45;-517.74;718.96;1665.02;-351.4;281.52;-2512.01;-912.13;-527.49;1529.27;-2750.97;-5353.05;1370.42;300.08;1327.1;1563.14;-64.53;588.73;-2806.69;3894.15;-340.45;-322.45;144.39;2332.43;751.67;-1451.66;840.95;1063.79;-161.6;-650.72;-1161.27;1749.03;-569.55;-2223.36;249.47;-4495.83;-1182.46;412.64;-277.17;-1820.85;-2284.04;-1819.93;2591.09;-1109.34;1276.29;-711.51;-1938.37;-828.2;698.26;-709.78;-1916.25;-273.46;508.86;-5384.01;-2700.16;-1969.75;-475.02;-1969.26;-174.89;478.91;631.2;-754.52;1671.55;2275.2;-40.09;-4078.5;2342.34;130.6;853.79;-1902.49;-1375.38;6503.56;-820.23;-234.23;-300.58;-5133.77;-2290.62;-8202.7;-1007.99;-1054.12;2221.5;-540.0;6540.88;-244.15;-5244.39;-370.64;-229.03;37.3;2685.12;383.12;-7166.18;-113.43;63.97;4827.08;-1960.79;821.14;475.67;-1782.83;-2438.98;87.87;56.46;-1801.88;112.04;-451.51;-1872.9;472.56;-1192.21;43.53;-610.52;-421.53;-3383.8;-1402.17;-369.11;-2756.63;1058.37;256.79;-2600.14;353.05;5422.3;-3280.67;972.22;-1946.84;-531.26;-2910.26;3597.33;110.32;789.52;-2266.54;3903.84;1819.11;1543.24;2309.0;984.59;5019.9;-181.92;-1165.31;1151.56;953.19;-327.69;-2124.5;-1413.94;695.93;619.53;-1688.72;-2426.58;-3705.51;2643.2;-305.1;2340.18;-55.76;-251.35;-2330.66;-2737.91;-1895.1;1721.72;-3376.17;2233.76;-1630.64;3183.84;-1241.43;742.72;-671.99;-2011.42;115.66;-334.78;1256.23;2366.02;4161.33;892.51;2554.4;1612.64;-2419.48;588.02;345.56;1342.36;2251.14;56.53;880.94;-30.85;556.06;3033.78;-6616.54;2666.03;2796.67;2617.78;-874.47;-107.62;-464.15;1224.89;2048.38;-404.46;-1154.49;-6066.05;-406.8;-3316.61;-222.32;829.54;3862.18;-1916.19;3963.25;918.41;1472.23;505.73;1340.45;1488.34;-4556.31;1495.38;-3209.29;-2422.96;-356.52;-4424.55;1690.54;826.52;760.9;-3013.57;6064.68;571.85;-779.29;1339.18;-4658.97;1824.49;-2208.04;68.92;-22.56;969.49;616.23;-306.51;1134.26;-1200.97;-1422.31;1987.83;-58.29;2271.91;-1847.5;-3109.44;251.32;2103.84;-460.01;-81.11;2949.03;3027.95;110.94;-1796.67;1212.17;-919.34;-922.06;-2213.05;-2279.3;-3345.15;2992.16;4136.47;6356.84;412.25;-4816.19;2639.12;3654.48;2351.32;478.92;399.04;1533.44;2663.26;77.94;249.61;-107.43;1512.13;3782.79;1040.73;2254.91;2262.25;-169.63;1987.89;1841.8;-264.75;-982.01;-150.63;435.05;-717.59;-136.86;-1220.23;5386.83;-69.71;2249.61;-6050.88;-84.28;357.34;-6225.34;1286.66;-492.36;-1565.12;-317.13;1206.22;1133.93;3375.59;1959.53;-158.54;446.65;3247.4;-1077.33;941.12;330.41;1310.09;-797.34;91.39;2634.34;1043.75;1420.8;406.34;1027.32;-450.36;812.71;387.13;-435.21;979.44;-1226.52;5065.13;363.83;-3279.94;-3964.72;697.04,372,-868.54
trade6,-1194.72;-1.82;-4810.53;-673.32;-674.25;1944.11;-215.73;805.24;1874.66;-567.81;1758.39;-1382.34;-1507.7;1071.89;482.68;-3640.28;1587.52;1214.38;1971.1;669.21;3641.3;3036.95;426.87;2310.97;-703.12;1451.44;451.39;-1490.3;-1491.07;311.21;1574.21;1514.49;-2561.35;-1966.07;-4086.63;-2341.19;-1105.0;1066.1;1618.2;6894.47;-239.51;-7069.2;1130.86;-43.52;-3036.99;4596.0;-1313.62;132.36;3168.32;2486.69;812.75;-667.24;-967.87;-834.42;-99.23;4158.95;1043.67;-3049.0;533.28;874.12;-1191.71;1338.39;467.83;3425.34;-3081.06;-1618.08;-1571.41;574.25;6407.74;943.89;789.25;-6730.33;1867.25;127.62;-2156.9;280.73;222.07;2805.34;3023.47;-2349.87;5102.89;671.14;-4955.97;-215.06;3428.35;-3846.12;-1186.12;3244.36;619.01;-3083.45;-6.34;67.97;-1255.16;-2037.43;873.62;-908.41;-1244.49;527.58;758.42;63.31;2212.93;1058.1;1150.97;535.45;2874.6;4209.77;346.54;374.65;-849.16;537.78;644.83;2658.24;-2231.77;1581.13;217.57;-1375.85;-208.78;650.56;-1090.15;51.18;1110.93;-1732.54;-3902.58;1149.18;-3163.62;-1493.23;392.74;-819.06;1066.99;-7821.78;-7073.42;-1445.28;-3296.23;825.26;536.49;163.64;-1705.74;-4937.45;-253.42;-925.59;-23.92;-574.25;643.01;2318.31;-1132.64;-44.83;116.87;1125.59;-104.06;659.26;-746.25;1543.37;2968.28;-5685.29;-2571.63;165.56;-2299.09;3744.52;3407.79;4499.62;2338.5;2527.52;-1229.78;-256.8;-409.19;-349.02;-2725.62;-668.25;-2646.69;860.11;-1315.39;-753.26;-386.29;8037.74;-430.5;1805.17;815.73;4197.89;-476.6;2440.76;818.04;-2145.01;3266.51;1442.42;1092.48;-801.29;-984.59;-357.71;-748.64;-4815.82;-863.7;458.18;2117.05;-11.36;2094.55;408.53;-893.91;518.23;-1286.61;-5507.54;3804.95;499.37;-3997.7;-2732.88;4611.05;2413.12;105.02;-1657.71;-1438.73;-1867.3;-3017.61;3528.88;1742.08;3398.04;480.39;-4010.1;-3629.43;-338.76;55.65;2219.51;378.99;-421.45;1096.14;-1362.92;1308.67;-213.7;4110.67;2379.62;948.0;3499.33;-922.44;-53.64;-552.53;334.97;-3175.87;-3606.82;-1348.13;-956.11;533.56;166.3;-2601.17;4490.66;226.98;311.41;442.1;5705.84;-4320.77;-1401.43;829.74;394.0;295.72;-850.12;4252.96;1283.77;-1912.16;-902.54;-352.87;-206.44;1670.5;3230.23;-2010.7;-440.09;-1997.94;-456.98;-4787.55;-785.45;-2448.77;1595.76;406.33;2510.99;545.64;1330.41;-334.01;723.53;1139.27;908.14;-1763.8;-455.54;569.88;-105.23;68.47;-3640.01;385.19;-2116.96;-3384.57;1838.28;-1545.95;830.14;547.31;-307.86;515.4;-534.29;-5487.98;-1785.62;3676.55;2635.1;-651.33;1050.35;3981.95;436.77;5989.45;1534.71;2706.67;-145.78;-1124.2;-240.11;-772.98;-181.19;1597.64;154.09;1.98;291.69;-1.64;-2037.87;-2904.08;-1040.97;-2567.84;-766.96;-2888.86;1451.46;-7112.26;1716.21;269.25;-327.27;403.04;43.53;-5810.14;1036.35;-939.25;-568.86;3164.12;-15.17;1627.57;33.8;-1211.83;390.41;-1318.23;-4047.52;710.07;-41.6;-78.83;-565.83;167.5;-158.74;238.42;2514.38;27.67;1348.88;-674.94;1776.36;-3281.01;-1744.73;1352.58;80.44;1145.84;1278.58;-4075.41;4917.38;184.07;1920.65;-42.94;-250.23;1988.21;1409.05;916.16;1370.88;-153.53;-6344.03;-1477.33;1578.57;-277.93;-3860.18,372,-1194.72
trade7,-581.38;2101.68;3263.7;-1214.47;2362.37;-2209.43;-919.61;2723.16;1031.6;-988.19;3891.35;923.31;1474.95;1518.1;-1350.11;-3673.85;1642.31;2011.2;2678.09;-1147.73;1412.6;1393.08;255.07;560.97;-1923.27;-705.73;1343.44;1055.51;-4644.37;677.27;-2565.16;-1323.65;1243.85;1604.69;-1251.87;-1772.78;1575.82;-2785.53;-72.12;-2351.22;-458.72;1422.97;-683.72;-90.69;-115.56;611.94;-3938.07;-37.17;15.26;-1287.08;562.05;-1106.6;2231.52;-706.48;-365.28;-5445.42;-1049.21;-6786.95;-97.44;-1293.44;294.35;1711.74;-207.68;101.69;1327.73;-1157.18;1982.39;1950.54;-4805.57;1159.19;1101.7;-583.73;-612.23;-1013.15;-3871.35;843.89;-1408.03;326.68;-572.51;-3745.88;1364.09;2871.23;1899.94;-163.54;3717.82;-617.7;-1108.56;-467.21;-2725.07;284.93;1389.17;176.83;-2531.13;757.53;3324.34;-95.19;-292.72;588.07;-235.85;-540.88;1706.1;14.49;-2380.4;-4603.0;2850.13;-1943.18;2453.44;1.4;-4271.48;4815.75;-1341.13;789.86;2378.89;-1280.64;419.57;-955.73;-721.85;21.45;2041.56;-304.05;1966.86;-658.64;990.99;-66.39;-204.83;-2122.08;191.58;3322.87;-3370.78;308.82;1963.87;144.08;533.86;1047.19;-480.33;-3194.97;-500.42;1680.14;-2236.75;-3159.68;-422.59;141.72;-3825.81;263.87;-1017.38;-1208.97;-148.77;-42.72;-897.78;935.76;5469.7;839.69;-1403.52;2988.82;-279.6;-1207.96;437.27;6787.3;-309.35;1042.16;-5238.44;462.97;154.84;504.62;-4399.2;2077.48;-7089.23;440.31;-2214.85;5111.1;-586.76;-3676.37;-879.39;1108.57;331.49;478.58;909.29;-1817.37;407.71;225.24;462.75;976.87;-399.28;-1110.37;-87.29;-546.46;-156.23;-410.64;-2308.48;-632.64;417.53;638.5;624.55;-716.8;-666.85;236.3;-2438.14;-936.18;-1825.65;162.45;-1907.39;2398.43;1597.32;-3635.76;311.64;-623.59;-582.56;537.21;-218.95;936.18;207.15;-889.41;2919.12;3275.24;4139.33;3365.14;539.65;-1472.1;-156.72;614.83;-1284.19;1041.22;1687.67;-727.23;-1267.49;2704.32;-8372.43;4482.78;-1571.95;481.8;805.56;-768.57;333.42;-165.17;2000.05;514.71;804.39;1289.28;-867.6;-2482.14;-1019.09;896.18;-37.07;351.47;-101.47;-807.09;-1036.45;-735.19;1073.21;426.15;-1026.66;227.04;166.45;5586.57;849.39;1722.02;124.19;1660.05;1894.56;-1771.47;4108.22;-867.98;-397.83;-1006.09;-7134.01;-2001.73;164.49;932.9;-5934.15;-546.16;1667.07;-790.19;1425.12;-691.75;-312.7;-3604.17;-798.91;4947.45;-616.2;5614.37;-255.85;1754.43;-703.92;-2006.95;-385.95;943.47;1019.84;2794.24;149.59;1909.37;1193.71;1977.18;1216.63;1405.97;1004.36;-440.96;1053.13;-2514.1;-35.49;-5909.85;-982.83;-5286.3;-2193.56;1063.23;573.3;3012.57;600.03;-1600.22;461.04;3330.49;910.45;371.73;247.0;-2483.1;-258.18;1208.74;-424.87;757.18;533.21;-3992.53;-237.41;3120.07;236.8;394.91;994.32;626.3;-1477.63;213.98;-779.94;1547.59;646.43;-2479.11;-381.57;-2561.64;853.78;18.87;1645.42;81.73;-1723.49;2.98;-37.69;-1300.88;4119.16;-1418.83;-492.62;-280.44;-1735.64;-1912.09;2057.1;2640.72;-1411.3;-424.25;-1210.71;2240.21;257.5;4430.56;1946.15;-1679.65;2688.54;239.88;-1396.12;4539.78;-2479.54;1053.75;180.32;-3879.1;-5176.64;-6523.94;175.23;875.3;392.8;-2115.76,372,-581.38
